49.261845 38.414768
49.342094 39.495577
49.425539 40.646882
49.514465 41.862800
49.610922 43.132609
49.716352 44.440250
49.831163 45.764521
49.954322 47.080195
50.083100 48.360082
50.213044 49.577710
50.338201 50.710034
50.451552 51.739505
50.545497 52.655094
50.612285 53.452200
50.644287 54.131719
50.634090 54.698679
50.574427 55.160812
50.458010 55.527316
50.277319 55.807942
50.024418 56.012382
49.690848 56.149958
49.267658 56.229512
48.745639 56.259438
48.115792 56.247774
47.370081 56.202296
46.502460 56.130555
45.510087 56.039804
44.394564 55.936825
43.162915 55.827647
41.828008 55.717252
40.408169 55.609348
38.925982 55.506296
37.406497 55.409226
35.875275 55.318315
34.356700 55.233126
32.872787 55.152912
31.442519 55.076806
30.081571 55.003894
28.802248 54.933174
27.613534 54.863465
26.521215 54.793296
25.528091 54.720814
24.634302 54.643707
23.837748 54.559153
23.134596 54.463761
22.519794 54.353508
21.987575 54.223647
21.531876 54.068582
21.146688 53.881713
20.826293 53.655253
20.565417 53.380032
20.359291 53.045314
20.203624 52.638666
20.094505 52.145946
20.028221 51.551482
20.000999 50.838579
20.008674 49.990436
20.046304 48.991612
20.107761 47.830011
20.185398 46.499264
20.269900 45.001094
20.350445 43.347106
20.415295 41.559400
20.452795 39.669701
20.452649 37.717147
20.407214 35.745248
20.312540 33.798560
20.168971 31.919432
19.981184 30.145023
19.757725 28.504885
19.510104 27.019478
19.251655 25.699898
18.996354 24.548769
18.757814 23.561949
18.548583 22.730585
18.379795 22.043055
18.261151 21.486578
18.201136 21.048369
18.207367 20.716368
18.286989 20.479608
18.447021 20.328306
18.694595 20.253760
19.037034 20.248103
19.481726 20.303989
20.035759 20.414244
20.705311 20.571546
21.494804 20.768200
22.405919 20.996066
23.436596 21.246693
24.580234 21.511685
25.825307 21.783269
27.155557 22.054945
28.550800 22.322074
29.988193 22.582233
31.443745 22.835225
32.893785 23.082727
34.316213 23.327672
35.691470 23.573529
37.003201 23.823646
38.238666 24.080776
39.388897 24.346853
40.448619 24.622972
41.415949 24.909533
42.291927 25.206458
43.079928 25.513413
43.785038 25.830011
44.413458 26.155950
44.971983 26.491109
45.467575 26.835600
45.907055 27.189789
46.296876 27.554306
46.642998 27.930043
46.950816 28.318156
47.225142 28.720072
47.470219 29.137503
47.689756 29.572468
47.886976 30.027319
48.064667 30.504773
48.225240 31.007944
48.370781 31.540370
48.503108 32.106030
48.623828 32.709347
48.734390 33.355160
48.836146 34.048659
48.930418 34.795264
49.018566 35.600422
49.102056 36.469304
49.182528 37.406369
49.261845 38.414768


49.181774 37.529099
49.247569 38.599830
49.317518 39.757138
49.395040 40.999815
49.483827 42.321788
49.587409 43.710648
49.708511 45.146616
49.848299 46.602545
50.005679 48.045488
50.176885 49.439905
50.355529 50.751907
50.533120 51.953366
50.699890 53.024725
50.845641 53.955870
50.960385 54.745260
51.034668 55.397961
51.059556 55.923358
51.026405 56.333107
50.926485 56.639581
50.750610 56.854895
50.488823 56.990405
50.130267 57.056587
49.663298 57.063159
49.075950 57.019331
48.356819 56.934078
47.496414 56.816330
46.488898 56.674998
45.333973 56.518780
44.038483 56.355756
42.617175 56.192868
41.092153 56.035461
39.490972 55.887060
37.843849 55.749481
36.180827 55.623230
34.529667 55.508023
32.914799 55.403245
31.357152 55.308219
29.874409 55.222261
28.481241 55.144583
27.189316 55.074105
26.007111 55.009282
24.939710 54.947971
23.988773 54.887368
23.152782 54.823980
22.427543 54.753618
21.806868 54.671365
21.283305 54.571503
20.848819 54.447391
20.495353 54.291276
20.215240 54.094072
20.001458 53.845112
19.847740 53.531917
19.748559 53.140046
19.698980 52.653099
19.694417 52.053007
19.730271 51.320743
19.801474 50.437598
19.901964 49.387120
20.024163 48.157632
20.158578 46.744994
20.293684 45.154966
20.416261 43.404385
20.512252 41.520622
20.568059 39.539430
20.572013 37.501946
20.515736 35.451770
20.395134 33.432540
20.210961 31.485801
19.968905 29.648763
19.679211 27.951980
19.355845 26.417444
19.015270 25.057750
18.675022 23.876589
18.352360 22.870317
18.063230 22.030080
17.821699 21.343930
17.639850 20.798614
17.528052 20.380857
17.495452 20.078163
17.550533 19.879190
17.701618 19.773787
17.957187 19.752791
18.325948 19.807650
18.816580 19.929944
19.437097 20.110895
20.193858 20.340950
21.090281 20.609569
22.125470 20.905314
23.293053 21.216337
24.580606 21.531237
25.969917 21.840170
27.438155 22.135930
28.959668 22.414712
30.507933 22.676320
32.057222 22.923731
33.583740 23.162135
35.066257 23.397713
36.486458 23.636432
37.829176 23.883102
39.082621 24.140856
40.238573 24.411041
41.292444 24.693456
42.243134 24.986790
43.092667 25.289121
43.845629 25.598379
44.508515 25.912698
45.089054 26.230654
45.595604 26.551392
46.036645 26.874675
46.420406 27.200869
46.754599 27.530905
47.046262 27.866221
47.301682 28.208706
47.526373 28.560650
47.725097 28.924704
47.901910 29.303850
48.060220 29.701384
48.202854 30.120904
48.332127 30.566317
48.449913 31.041838
48.557712 31.552007
48.656727 32.101697
48.747936 32.696125
48.832183 33.340845
48.910266 34.041726
48.983049 34.804885
49.051580 35.636542
49.117223 36.542774
49.181774 37.529099


49.420696 37.134511
49.467181 38.126987
49.517873 39.209251
49.576975 40.386530
